Category,Transcript,Call_ID,Customer_Satisfaction_Rating
Medication Problems,I had to wait days to resolve my medication issue.,937501,2
Medication Problems,My prescription wasn't sent to the pharmacy on time.,633318,2
Medication Problems,I can't seem to get my medication refilled easily.,691012,5
Medication Problems,I received the wrong medication from your pharmacy.,543686,4
Medication Problems,My prescription wasn't sent to the pharmacy on time.,989601,1
Medication Problems,The pharmacy said my prescription was incorrect.,590765,4
Medication Problems,The doctor prescribed the wrong dosage.,592830,2
Medication Problems,The pharmacy said my prescription was incorrect.,781323,4
Medication Problems,I can't seem to get my medication refilled easily.,664715,4
Medication Problems,"I experienced side effects, and no one warned me about this medication.",214195,4
Medication Problems,I had to wait days to resolve my medication issue.,989685,4
Medication Problems,My prescription wasn't sent to the pharmacy on time.,645457,4
Medication Problems,I can't seem to get my medication refilled easily.,960859,4
Medication Problems,The doctor prescribed the wrong dosage.,224616,4
Medication Problems,I can't seem to get my medication refilled easily.,849085,2
Medication Problems,Why was I prescribed medication that I'm allergic to?,413946,2
Medication Problems,My prescription wasn't sent to the pharmacy on time.,830711,5
Medication Problems,The pharmacy said my prescription was incorrect.,703791,1
Medication Problems,Why was I prescribed medication that I'm allergic to?,280544,5
Medication Problems,"I experienced side effects, and no one warned me about this medication.",248312,3
Medication Problems,The pharmacy said my prescription was incorrect.,294084,2
Medication Problems,I received the wrong medication from your pharmacy.,439743,2
Medication Problems,I can't seem to get my medication refilled easily.,997952,1
Medication Problems,I had to wait days to resolve my medication issue.,777251,5
Medication Problems,I can't seem to get my medication refilled easily.,960639,5
Medication Problems,I received the wrong medication from your pharmacy.,424353,4
Medication Problems,I can't seem to get my medication refilled easily.,654339,1
Medication Problems,My prescription wasn't sent to the pharmacy on time.,775162,3
Medication Problems,Why was I prescribed medication that I'm allergic to?,782871,2
Medication Problems,My prescription wasn't sent to the pharmacy on time.,843204,5
Medication Problems,I received the wrong medication from your pharmacy.,797320,4
Medication Problems,Why is it so complicated to get my medication?,309652,2
Medication Problems,I received the wrong medication from your pharmacy.,387741,2
Medication Problems,Why is it so complicated to get my medication?,555433,5
Medication Problems,Why is it so complicated to get my medication?,684195,5
Medication Problems,The doctor prescribed the wrong dosage.,436664,3
Medication Problems,I received the wrong medication from your pharmacy.,785869,1
Medication Problems,I had to wait days to resolve my medication issue.,504489,5
Medication Problems,I can't seem to get my medication refilled easily.,306552,1
Medication Problems,My prescription wasn't sent to the pharmacy on time.,161420,3
Medication Problems,The pharmacy said my prescription was incorrect.,852624,3
Medication Problems,I can't seem to get my medication refilled easily.,856690,5
Medication Problems,The doctor prescribed the wrong dosage.,439207,2
Medication Problems,"I experienced side effects, and no one warned me about this medication.",491443,2
Medication Problems,Why was I prescribed medication that I'm allergic to?,754429,5
Medication Problems,My prescription wasn't sent to the pharmacy on time.,942722,1
Medication Problems,I received the wrong medication from your pharmacy.,799333,1
Medication Problems,I received the wrong medication from your pharmacy.,800487,1
Medication Problems,I can't seem to get my medication refilled easily.,361784,2
Medication Problems,I had to wait days to resolve my medication issue.,559901,4
Medication Problems,The pharmacy said my prescription was incorrect.,101590,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",424132,4
Medication Problems,"I experienced side effects, and no one warned me about this medication.",612173,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",427048,1
Medication Problems,The doctor prescribed the wrong dosage.,672588,1
Medication Problems,"I experienced side effects, and no one warned me about this medication.",490669,4
Medication Problems,I had to wait days to resolve my medication issue.,732503,1
Medication Problems,Why was I prescribed medication that I'm allergic to?,383935,2
Medication Problems,Why was I prescribed medication that I'm allergic to?,813054,3
Medication Problems,I received the wrong medication from your pharmacy.,910540,5
Medication Problems,The doctor prescribed the wrong dosage.,252699,3
Medication Problems,I received the wrong medication from your pharmacy.,440288,5
Medication Problems,The pharmacy said my prescription was incorrect.,717428,1
Medication Problems,"I experienced side effects, and no one warned me about this medication.",451962,2
Medication Problems,Why is it so complicated to get my medication?,478652,4
Medication Problems,The doctor prescribed the wrong dosage.,314282,5
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",846116,3
Medication Problems,I had to wait days to resolve my medication issue.,206522,3
Medication Problems,Why is it so complicated to get my medication?,250280,1
Medication Problems,I received the wrong medication from your pharmacy.,343397,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",159797,5
Medication Problems,I can't seem to get my medication refilled easily.,871685,5
Medication Problems,"I experienced side effects, and no one warned me about this medication.",952833,5
Medication Problems,The doctor prescribed the wrong dosage.,716516,4
Medication Problems,I can't seem to get my medication refilled easily.,160671,1
Medication Problems,I can't seem to get my medication refilled easily.,344617,2
Medication Problems,Why is it so complicated to get my medication?,628431,2
Medication Problems,Why was I prescribed medication that I'm allergic to?,876027,2
Medication Problems,"I experienced side effects, and no one warned me about this medication.",397802,2
Medication Problems,My prescription wasn't sent to the pharmacy on time.,211964,5
Medication Problems,"I experienced side effects, and no one warned me about this medication.",853338,2
Medication Problems,My prescription wasn't sent to the pharmacy on time.,139047,5
Medication Problems,"I experienced side effects, and no one warned me about this medication.",231735,5
Medication Problems,The pharmacy said my prescription was incorrect.,103195,2
Medication Problems,The pharmacy said my prescription was incorrect.,380372,1
Medication Problems,I can't seem to get my medication refilled easily.,868648,5
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",601467,5
Medication Problems,The doctor prescribed the wrong dosage.,374612,2
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",861585,2
Medication Problems,I had to wait days to resolve my medication issue.,107896,5
Medication Problems,I had to wait days to resolve my medication issue.,785838,5
Medication Problems,The doctor prescribed the wrong dosage.,655862,4
Medication Problems,I received the wrong medication from your pharmacy.,291517,5
Medication Problems,The doctor prescribed the wrong dosage.,939111,4
Medication Problems,I received the wrong medication from your pharmacy.,939328,3
Medication Problems,Why was I prescribed medication that I'm allergic to?,315407,3
Medication Problems,The pharmacy said my prescription was incorrect.,228304,4
Medication Problems,I can't seem to get my medication refilled easily.,894598,1
Medication Problems,The doctor prescribed the wrong dosage.,559101,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",750463,1
Medication Problems,The pharmacy said my prescription was incorrect.,932367,4
Medication Problems,My prescription wasn't sent to the pharmacy on time.,547501,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",101394,5
Medication Problems,I can't seem to get my medication refilled easily.,530754,4
Medication Problems,Why was I prescribed medication that I'm allergic to?,867728,4
Medication Problems,Why is it so complicated to get my medication?,604530,2
Medication Problems,I had to wait days to resolve my medication issue.,390313,2
Medication Problems,"I experienced side effects, and no one warned me about this medication.",371674,2
Medication Problems,"I experienced side effects, and no one warned me about this medication.",206436,3
Medication Problems,Why is it so complicated to get my medication?,750687,5
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",651667,5
Medication Problems,The doctor prescribed the wrong dosage.,642066,1
Medication Problems,I received the wrong medication from your pharmacy.,902719,4
Medication Problems,The pharmacy said my prescription was incorrect.,667256,3
Medication Problems,The pharmacy said my prescription was incorrect.,483915,4
Medication Problems,The doctor prescribed the wrong dosage.,852248,2
Medication Problems,Why is it so complicated to get my medication?,203975,1
Medication Problems,Why is it so complicated to get my medication?,926810,4
Medication Problems,"I experienced side effects, and no one warned me about this medication.",459722,5
Medication Problems,"I experienced side effects, and no one warned me about this medication.",717663,5
Medication Problems,"I experienced side effects, and no one warned me about this medication.",223221,3
Medication Problems,Why is it so complicated to get my medication?,954061,4
Medication Problems,Why is it so complicated to get my medication?,115187,2
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",958118,5
Medication Problems,Why is it so complicated to get my medication?,426824,3
Medication Problems,My prescription wasn't sent to the pharmacy on time.,616052,1
Medication Problems,I can't seem to get my medication refilled easily.,672672,4
Medication Problems,The pharmacy said my prescription was incorrect.,483754,2
Medication Problems,My prescription wasn't sent to the pharmacy on time.,548663,2
Medication Problems,Why was I prescribed medication that I'm allergic to?,993150,2
